ICD_CODE,NAME
01592,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)"
01593,"Tuberculosis of unspecified bones and joints, tubercle bacilli found (in sputum) by microscopy"
01594,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01595,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01596,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods [inocu"
016,*Tuberculosis of genitourinary system
0160,*Tuberculosis of kidney
01600,"Tuberculosis of kidney, unspecified"
01601,"Tuberculosis of kidney, bacteriological or histological examination not done"
01602,"Tuberculosis of kidney, bacteriological or histological examination unknown (at present)"
01603,"Tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy"
01604,"Tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01605,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01606,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods [inoculation of animals]"
0161,*Tuberculosis of bladder
01610,"Tuberculosis of bladder, unspecified"
01611,"Tuberculosis of bladder, bacteriological or histological examination not done"
01612,"Tuberculosis of bladder, bacteriological or histological examination unknown (at present)"
01613,"Tuberculosis of bladder, tubercle bacilli found (in sputum) by microscopy"
01614,"Tuberculosis of bladder, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01615,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01616,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods [inoculation of animals]"
0162,*Tuberculosis of ureter
01620,"Tuberculosis of ureter, unspecified"
01621,"Tuberculosis of ureter, bacteriological or histological examination not done"
01622,"Tuberculosis of ureter, bacteriological or histological examination unknown (at present)"
01623,"Tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy"
01624,"Tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01625,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01626,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods [inoculation of animals]"
0163,*Tuberculosis of other urinary organs
01630,"Tuberculosis of other urinary organs, unspecified"
01631,"Tuberculosis of other urinary organs, bacteriological or histological examination not done"
01632,"Tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)"
01633,"Tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy"
01634,"Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01635,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01636,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination but tuerculosis confirmed by other methods [inoculation of"
0164,*Tuberculosis of epididymis
01640,"Tuberculosis of epididymis, unspecified"
01641,"Tuberculosis of epididymis, bacteriological or histological examination not done"
01642,"Tuberculosis of epididymis, bacteriological or histological examination unknown(at present)"
01643,"Tuberculosis of epididymis, tubercld bacilli found (in sputum) by microscopy"
01644,"Tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01645,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01646,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods [inculation of animals]"
0165,*Tuberculosis of other male genital organs
01650,"Tuberculosis of other male genital organs, unspecified"
01651,"Tuberculosis of other male genital organs, bacteriological or histological examination not done"
01652,"Tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)"
01653,"Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy"
01654,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01655,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01656,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods¡£inoculat"
0166,*Tuberculous oophoritis and salpingitis
01660,"Tuberculous oophoritis and salpingitis, unspecified"
01661,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done"
01662,"Tuberculosis oophoritis and salpingitis, bacteriological or histological examination unknown(at present)"
01663,"Tuberculosis oophoritis and salpingitis, tubercle bacilli found (in sputum) by microscopy"
01664,"Tuberculosis oophoritis and salpingitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01665,"Tuberculosis oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01666,"Tuberculosis oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods [inoculatio"
0167,*Tuberculosis of other female genital organs
01670,"Tuberculosis of other female genital organs, unspecified"
01671,"Tuberculosis of other female genital organs, bacteriological or histological examination not done"
01672,"Tuberculosis of other female genital organs, bacteriological or histological examination unknown (at present)"
01673,"Tuberculosis of other female genital organs, tubercle bacilli found (in sputum )by microscopy"
01674,"Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01675,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01676,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods [inocul"
0169,"*Genitourinary tuberculosis, unspecified"
01690,"Genitourinary tuberculosis, unspecified"
01691,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done"
01692,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
01693,"Genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
01694,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum)by microscopy, but found by bacterial culture"
01695,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01696,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods [inoculatio"
017,*Tuberculosis of other organs
0170,*Tuberculosis of skin and subcutaneous cellular tissue
01700,"Tuberculosis of skin and subcutaneous cellular tissue, unspecified"
01701,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done"
01702,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)"
01703,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy"
01704,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01705,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01706,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other metho"
0171,*Erythema nodosum with hypersensitivity reaction in tuberculosis
01710,"Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified"
01711,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done"
01712,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)"
01713,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy"
